timestamp,fundingRate,close_price,log_returns
2025-11-11 00:00:00,2.818e-05,104737.0,-0.012542801718245091
2025-11-11 08:00:00,-2.775e-05,103431.50894928,-0.004107398517475106
2025-11-11 16:00:00,5.823e-05,103007.54581159,0.0006063992147498731
2025-11-12 00:00:00,2.462e-05,103070.02844928,-0.008715074573597712
2025-11-12 08:00:00,6.87e-06,102175.66833333,-0.005592950364905697
2025-11-12 16:00:00,5.786e-05,101605.8,0.017804103588544107
2025-11-13 00:00:00,1.077e-05,103431.0,-0.020308124591662154
2025-11-13 08:00:00,9.352e-05,101351.69521739,-0.01676096258803396
2025-11-13 16:00:00,7.448e-05,99667.10039855,-0.026072733464539085
2025-11-14 00:00:00,8.569e-05,97102.09036957,-0.0036056981396636774
2025-11-14 08:00:00,9.126e-05,96752.6,-0.02308235099859034
2025-11-14 16:00:00,9.078e-05,94544.9,0.018314270497958852
2025-11-15 00:00:00,8.507e-05,96292.37388406,-0.0007300634156328248
2025-11-15 08:00:00,0.0001,96222.1,-0.006901599176010349
2025-11-15 16:00:00,5.923e-05,95560.3,0.005270756734081278
2025-11-16 00:00:00,7.745e-05,96065.30480435,-0.016173390134622944
2025-11-16 08:00:00,0.0001,94524.1,-0.003069190860516216
2025-11-16 16:00:00,7.06e-05,94234.43224638,0.014382338914090641
2025-11-17 00:00:00,0.0001,95599.53695652,-0.017751123831593326
2025-11-17 08:00:00,9.568e-05,93917.51083208,-0.018821213682114528
2025-11-17 16:00:00,7.208e-05,92166.4,-0.018651672300183268
2025-11-18 00:00:00,0.0001,90463.27494928,0.026115105331176367
2025-11-18 08:00:00,0.0001,92856.85111694,0.000646473301963302
2025-11-18 16:00:00,3.725e-05,92916.9,-0.011750079886210867
2025-11-19 00:00:00,7.496e-05,91831.50821014,-0.021215610704833007
2025-11-19 08:00:00,5.012e-05,89903.76807971,0.01781982757913158
2025-11-19 16:00:00,3.98e-05,91520.19719565,0.008135440827538193
2025-11-20 00:00:00,4.259e-05,92267.79122464,-0.026600255566737837
2025-11-20 08:00:00,0.0001,89845.8,-0.03675372189149854
2025-11-20 16:00:00,8.999e-05,86603.57926087,-0.03024144378457698
2025-11-21 00:00:00,4.272e-05,84023.76721739,-0.013512285327227248
2025-11-21 08:00:00,4.524e-05,82896.05027536,0.026144554043921724
2025-11-21 16:00:00,2.642e-05,85091.91035507,-0.006539113519063026
2025-11-22 00:00:00,1.373e-05,84537.3,-0.00350536017652816
2025-11-22 08:00:00,6.735e-05,84241.48508696,0.005323352074284665
2025-11-22 16:00:00,5.057e-05,84691.12791304,0.012399580758224442
2025-11-23 00:00:00,3.812e-05,85747.8,0.015003445056060617
2025-11-23 08:00:00,1.53e-06,87044.01191304,-0.002718547387060387
2025-11-23 16:00:00,-8.93e-06,86807.7,0.002266812774647338
2025-11-24 00:00:00,-6e-08,87004.7,-0.004986780465479268
2025-11-24 08:00:00,-1.34e-06,86571.90668116,0.019173902857119157
2025-11-24 16:00:00,5.044e-05,88247.8437931,-0.010087712406325893
2025-11-25 00:00:00,-5.29e-05,87362.1,-0.004768563198073122
2025-11-25 08:00:00,1.996e-05,86946.5,0.004332352181808546
2025-11-25 16:00:00,-3.019e-05,87324.0,0.006548691764516218
2025-11-26 00:00:00,4.038e-05,87897.73451449,-0.011079947397643014
2025-11-26 08:00:00,5.388e-05,86929.20776087,0.03959256388994611
2025-11-26 16:00:00,-4.19e-06,90440.0,0.010166685227557475
2025-11-27 00:00:00,-2.599e-05,91364.16489855,-0.004950327378033586
2025-11-27 08:00:00,2.408e-05,90913.0,0.0041694811826362334
2025-11-27 16:00:00,4.624e-05,91292.85138406,-0.0045600406502790715
2025-11-28 00:00:00,1.771e-05,90877.5,0.015619943193222277
2025-11-28 08:00:00,6.007e-05,92308.14560145,-0.01594681017612923
2025-11-28 16:00:00,-1.703e-05,90847.8,-0.0035760933026075443
2025-11-29 00:00:00,-1.982e-05,90523.5,0.005579637011061569
2025-11-29 08:00:00,1.778e-05,91030.0,-0.0029164755216777626
2025-11-29 16:00:00,2.635e-05,90764.9,0.0017579446377216823
2025-11-30 00:00:00,6.082e-05,90924.6,0.005339605526186631
2025-11-30 08:00:00,3.556e-05,91411.4,-0.011931750692592743
2025-11-30 16:00:00,3.88e-05,90327.18313043,-0.04330663827099702
2025-12-01 00:00:00,3.593e-05,86498.90961019,-0.021602426104029755
2025-12-01 08:00:00,3.153e-05,84650.36175362,0.018864699994291627
2025-12-01 16:00:00,1.491e-05,86262.42315217,0.008142075349715599
2025-12-02 00:00:00,-1.009e-05,86967.64539167,0.04332844140016685
2025-12-02 08:00:00,2.643e-05,90818.64435507,0.004638662626250163
2025-12-02 16:00:00,3.999e-05,91240.9,0.018773599005533836
2025-12-03 00:00:00,-1.732e-05,92970.0,-0.006876336100344828
2025-12-03 08:00:00,4.206e-05,92332.9,0.011282903263537042
2025-12-03 16:00:00,-8.85e-06,93380.58251449,-0.00020910778370214695
2025-12-04 00:00:00,-3.95e-06,93361.05794928,-0.004463651411985409
2025-12-04 08:00:00,7.435e-05,92945.25542029,-0.009805509453969059
2025-12-04 16:00:00,3.928e-05,92038.33352174,0.0019642772240985175
2025-12-05 00:00:00,4.837e-05,92219.3,-0.019755380653842105
2025-12-05 08:00:00,4.944e-05,90415.35015217,-0.012537021345281684
2025-12-05 16:00:00,3.91e-06,89288.88697826,0.002792783014126386
2025-12-06 00:00:00,3.693e-05,89538.6,0.0019503275322823683
2025-12-06 08:00:00,1.919e-05,89713.4,-0.0059711948777246065
2025-12-06 16:00:00,-1.822e-05,89179.3,0.0017773990533490704
2025-12-07 00:00:00,4.192e-05,89337.94815217,0.0019180101357818748
2025-12-07 08:00:00,1.666e-05,89509.46367391,0.009314272762201412
2025-12-07 16:00:00,5.212e-05,90347.07404348,0.01289671048812087
2025-12-08 00:00:00,-5.39e-06,91519.8,-0.01754376815596852
2025-12-08 08:00:00,6.545e-05,89928.2,0.007448157639056086
2025-12-08 16:00:00,3.395e-05,90600.5,-0.001799621670405356
